DataZone,DZName,LAName,SAPE2017,WAPE2017,Rankv2,Quintilev2,Decilev2,Vigintilv2,Percentv2,IncRate,IncNumDep,IncRankv2,EmpRate,EmpNumDep,EmpRank,HlthCIF,HlthAlcSR,HlthDrugSR,HlthSMR,HlthDprsPc,HlthLBWTPc,HlthEmergS,HlthRank,EduAttend,EduAttain,EduNoQuals,EduPartici,EduUniver,EduRank,GAccPetrol,GAccDTGP,GAccDTPost,GAccDTPsch,GAccDTSsch,GAccDTRet,GAccPTGP,GAccPTPost,GAccPTRet,GAccBrdbnd,GAccRank,CrimeCount,CrimeRate,CrimeRank,HouseNumOC,HouseNumNC,HouseOCrat,HouseNCrat,HouseRank,Shape_Leng,Shape_Area,,,,,
S01008946,"Barnton, Cammo and Cramond South - 03",City of Edinburgh,1035,510,6238,5,9,18,90,2%,25,6261,3%,13,6077,35,58,0,46,14%,0%,77,6276,94%,6.38,24,0%,32%,6873,5.66,3.95,1.89,5.19,4.78,5.62,9.77,4.61,13.03,14%,1700,15,147,4239.5,47,10,5%,1%,5278,3115.006821,323780.5592,,,,,
S01008947,"Barnton, Cammo and Cramond South - 04",City of Edinburgh,1089,596,6388,5,10,19,92,2%,24,6368,3%,15,6128,30,56,0,60,12%,3%,61,6606,94%,6.34,24,0%,32%,6874,6.67,2.97,2.68,3.79,6.09,4.98,12.37,8.83,14.02,0%,1608,10,93,5257,39,1,4%,0%,6258,2443.378667,285454.2759,,,,,
S01008948,Clermiston and Drumbrae - 01,City of Edinburgh,736,470,6086,5,9,18,88,4%,30,5429,4%,17,5319,45,30,0,64,11%,4%,79,6053,93%,6,32,1%,18%,6403,5.25,1.81,2.59,2.23,6.1,4.41,6.29,6.79,10.35,0%,4089,14,193,3512,28,14,4%,2%,5367,3358.333459,193355.9086,,,,,
S01008949,Clermiston and Drumbrae - 02,City of Edinburgh,903,586,3463,3,5,10,50,12%,106,2968,9%,50,3176.5,110,91,68,81,20%,0%,93,3079,85%,5.87,109,2%,6%,3631,5.83,1.06,3.19,2.03,6.56,4.67,3.55,8.4,10.88,0%,4919,17,191,3541,106,15,11%,2%,2726,2615.574914,204287.0237,,,,,
S01008950,Clermiston and Drumbrae - 03,City of Edinburgh,988,635,4247,4,7,13,61,7%,65,4413.5,7%,43,3786,85,56,60,64,15%,5%,74,4281,86%,5.48,80,1%,10%,4237,5.47,1.46,2.96,2.9,6.29,4.5,5.63,7.57,10.54,0%,3909,43,431,1327,113,10,12%,1%,2707,3356.146967,372283.7224,,,,,
S01008951,Clermiston and Drumbrae - 04,City of Edinburgh,925,615,1794,2,3,6,26,18%,164,1776,13%,80,1846,125,228,160,79,24%,3%,111,1994,78%,5.24,111,2%,5%,2324,5.24,3.03,2.47,4.28,6.38,5.6,10.64,6.51,12.44,0%,1845,33,361,1742,136,24,17%,3%,1281,2378.720194,117594.4041,,,,,
S01008952,Clermiston and Drumbrae - 05,City of Edinburgh,875,561,1033,1,2,3,15,22%,194,1162,16%,90,1230,135,265,284,220,25%,5%,119,1197,70%,4.64,132,12%,3%,665,4.78,3.28,2.13,4.55,6.16,5.42,11.1,6.77,13.17,0%,1862,22,255,2687,145,18,18%,2%,1153,1817.234298,105376.0333,,,,,
S01008953,Clermiston and Drumbrae - 06,City of Edinburgh,882,582,2169,2,4,7,32,15%,132,2249,10%,58,2694,130,71,102,94,21%,0%,107,2485,66%,4.94,114,6%,5%,1172,3.82,3.43,1.09,3.98,5.12,4.49,9.39,3.61,10.83,0%,3865,43,482,1082.5,97,30,11%,3%,2424,2065.272105,137153.0524,,,,,
S01008954,Clermiston and Drumbrae - 07,City of Edinburgh,878,575,2609,2,4,8,38,14%,124,2413,10%,58,2692,130,62,265,85,21%,9%,128,2038,79%,5.15,112,0%,7%,2858,4.86,2.01,2.2,3.05,5.79,4.94,7.29,6.2,11.34,0%,3568,17,196,3462,86,12,10%,1%,3158,2673.095532,221356.3256,,,,,
S01008955,East Craigs North - 01,City of Edinburgh,634,405,5206,4,8,15,75,6%,39,4556,5%,20,4685,55,54,23,49,14%,3%,51,5907,91%,5.95,42,0%,24%,6329,4.67,3,2.35,3.88,5.7,5.03,10.46,8.13,12.59,0%,2129,9,144,4285,60,10,9%,2%,3374.5,2725.442741,161218.53,,,,,
S01008956,East Craigs North - 02,City of Edinburgh,826,574,4961,4,8,15,72,5%,43,4921,5%,28,4655,65,63,17,54,16%,10%,66,5053,87%,6,45,4%,15%,5504,4.43,2.2,4.9,7.01,5.28,4.63,8.4,12.93,12.03,0%,1748,11,135,4462,99,34,11%,4%,2125,2690.888962,153555.7773,,,,,
S01008957,East Craigs North - 03,City of Edinburgh,1028,664,3165,3,5,10,46,12%,127,2814,9%,59,3048,100,38,85,75,16%,0%,74,3971,81%,5.69,54,5%,10%,4078,4.31,2.88,3.38,5.52,4.92,4.8,9.69,9.25,12.71,0%,1846,26,256,2667,100,4,10%,0%,3612,1805.890466,124450.3938,,,,,
S01008958,East Craigs North - 04,City of Edinburgh,975,638,2336,2,4,7,34,13%,131,2582,11%,70,2385,140,89,102,92,20%,0%,104,2339,80%,5.3,70,4%,5%,2893,4.06,3.88,3.38,3.32,4.89,4.72,11.08,10.51,13.18,0%,1739,31,322,2045,95,10,13%,1%,2287,2155.286603,123805.1506,,,,,
S01008959,East Craigs North - 05,City of Edinburgh,830,545,3964,3,6,12,57,10%,80,3490,8%,42,3479,85,64,19,82,19%,0%,68,4227,78%,5.27,69,2%,12%,3534,3.28,1.67,4.53,7.02,3.79,3.46,7.53,11.96,9.63,0%,3458,5,61,5940,111,6,13%,1%,2571.5,2088.752063,140842.0719,,,,,
S01008960,East Craigs South - 01,City of Edinburgh,1159,788,6591,5,10,19,95,2%,20,6595,1%,11,6772,25,27,33,36,11%,6%,42,6860,91%,6.3,32,0%,17%,6552,3.05,2.69,4.25,6.42,3.04,3.25,10.9,12.41,10.4,1%,2528,29,253,2704,82,7,9%,1%,3801,2541.131544,272955.8628,,,,,
S01008961,East Craigs South - 02,City of Edinburgh,691,456,5815,5,9,17,84,3%,21,5947,2%,11,6232,40,15,43,66,13%,0%,49,6464,85%,6,48,0%,8%,5357,3.77,3.58,4.48,6.43,3.88,4.3,11.84,12.84,12.33,0%,1510,11,161,3995.5,91,15,13%,2%,2211,1797.992842,137268.7891,,,,,
S01008962,East Craigs South - 03,City of Edinburgh,633,386,6075,5,9,18,88,4%,27,5329,3%,12,5701,45,50,0,51,15%,9%,66,5912,0%,6.23,46,1%,14%,6383,2.52,3.74,3.08,4.75,2.28,3.5,10.96,10.62,10.68,0%,3241,10,160,4012,23,7,4%,1%,5834,2108.801107,109994.2872,,,,,
S01008963,East Craigs South - 04,City of Edinburgh,815,479,6521,5,10,19,94,1%,9,6842,2%,11,6321,40,83,58,93,16%,9%,81,5301,90%,5.44,42,3%,15%,5350,2.08,3.92,3.17,5.05,3.24,2.51,13.13,8.69,8.74,0%,3479,11,137,4427,17,10,2%,1%,6349,2017.561937,186285.0227,,,,,
S01008964,East Craigs South - 05,City of Edinburgh,541,326,6719,5,10,20,97,3%,14,6179,1%,3,6925,25,14,0,50,10%,0%,61,6827,0%,5.69,25,4%,21%,6584,1.3,2.86,2.1,4.02,2.86,2.51,8.12,5.33,6.97,0%,5931,28,524,913,5,3,1%,1%,6848,2211.7453,155815.7948,,,,,
S01008965,East Craigs South - 06,City of Edinburgh,825,482,6752,5,10,20,97,2%,19,6319,2%,10,6447,45,5,0,77,14%,0%,62,6293,95%,6.41,26,1%,25%,6811,2.62,3.48,2.36,4.06,3.26,3.45,7.79,6.77,9.18,0%,4204,18,221,3096,20,8,3%,1%,6253,2952.486521,207289.8052,,,,,
S01008966,East Craigs South - 07,City of Edinburgh,590,346,6405,5,10,19,92,2%,9,6694,3%,9,6143,45,12,0,52,13%,0%,76,6143,88%,5.72,34,1%,13%,5677,3.83,4.26,2.1,3.08,4.12,4.6,10.74,6.86,12.15,0%,2717,12,206,3313,13,1,2%,0%,6672,1735.531554,131564.4925,,,,,
S01008967,Corstorphine North - 01,City of Edinburgh,1065,620,6812,5,10,20,98,2%,17,6666,3%,18,5868,45,10,33,59,12%,7%,61,6295,95%,6.33,38,0%,22%,6726,2.28,2.66,1.63,3.56,3.8,2.73,7.12,5.42,8.42,0%,5572,22,209,3264,21,3,2%,0%,6697,3201.440757,274672.7694,,,,,
S01008968,Corstorphine North - 02,City of Edinburgh,1625,1019,6061,5,9,18,87,3%,48,5987,3%,29,5932,45,28,18,60,14%,3%,59,6122,94%,5.89,28,2%,14%,6350,3.61,3.53,2.85,3.85,5.31,3.64,15.02,12.91,16.21,0%,1714,24,150,4203,30,2,3%,0%,6445,2605.363183,275219.8612,,,,,
S01008969,Corstorphine North - 03,City of Edinburgh,1129,663,4967,4,8,15,72,5%,53,5136,5%,30,4830,55,59,29,60,12%,5%,71,5477,91%,5.96,52,2%,10%,5591,4.99,3.48,3.43,2.9,6.48,4.6,13.13,9.71,14.87,1%,1401,32,287,2368,73,10,7%,1%,4671,4133.348361,539627.3125,,,,,
S01008970,Corstorphine - 01,City of Edinburgh,981,620,6880,5,10,20,99,2%,16,6650,2%,14,6302,35,38,14,67,13%,5%,61,6411,95%,6.06,24,0%,22%,6764,2.41,2.21,1.63,3.3,4.57,2.32,8.63,5.7,8.61,0%,5261,17,176,3785,38,11,4%,1%,5845,2767.920534,228624.9936,,,,,
S01008971,Corstorphine - 02,City of Edinburgh,731,465,6740,5,10,20,97,2%,12,6640,2%,8,6652,30,5,0,17,10%,0%,45,6916,0%,6.58,13,0%,23%,6951,3.91,3.44,2.34,2.98,5.66,3.88,13.24,8.68,13.15,0%,2341,13,180,3709,3,6,0%,1%,6883,2322.520957,130200.8381,,,,,
S01008972,Corstorphine - 03,City of Edinburgh,781,471,6824,5,10,20,98,1%,10,6789,1%,3,6957,40,94,0,92,12%,7%,53,6280,0%,6.09,9,0%,39%,6962,3.93,3.11,1.88,3.43,5.86,3.77,10.1,5.71,10.31,0%,3340,19,246,2793,13,4,2%,1%,6718,1927.784064,168062.9722,,,,,
S01008973,Corstorphine - 04,City of Edinburgh,944,572,5732,5,9,17,83,3%,32,5774.5,5%,28,4644.5,40,57,16,87,20%,0%,58,5815,0%,6.17,42,0%,19%,6246,3.92,2.58,1.55,3.34,6.47,3.99,8.53,5.1,9.28,0%,3928,24,258,2648,74,10,10%,1%,3096,8633.22783,1277147.69,,,,,
S01008974,Corstorphine - 05,City of Edinburgh,832,501,6569,5,10,19,95,3%,23,6075,3%,17,5562,55,20,53,78,14%,0%,84,5233,95%,6.17,34,1%,14%,6525,1.86,1.25,1.07,2.12,4.72,1.37,4.22,3.45,3.78,0%,6938,11,134,4488,71,18,9%,2%,3342,2298.833461,148843.9843,,,,,
S01008975,Corstorphine - 06,City of Edinburgh,766,424,3205,3,5,10,46,11%,88,3038,8%,34,3400,120,81,84,115,22%,0%,119,2325,89%,0,67,3%,3%,2499,2.14,1.32,1.91,1.56,4.77,2.36,3.63,5.25,6.61,1%,6313,20,265,2564,91,12,13%,2%,2402,3219.133039,174973.7972,,,,,
S01008976,Corstorphine - 07,City of Edinburgh,563,322,6943,5,10,20,100,2%,9,6665,2%,7,6403,40,13,0,42,10%,3%,62,6567,0%,6.4,25,0%,23%,6865,2.75,1.98,2.05,2.17,4.41,3.1,6.08,5.96,9.67,0%,5721,6,108,4968,32,5,6%,1%,4910,2440.569545,111755.6606,,,,,
S01008977,Carrick Knowe - 01,City of Edinburgh,620,362,6804,5,10,20,98,1%,6,6885,3%,11,5699,25,22,0,77,13%,0%,68,6656,89%,6,36,0%,23%,6358,3.31,2.54,1.82,2.02,5.28,3.62,8.51,5.77,11.03,0%,4683,7,114,4859,37,9,6%,1%,4683.5,2558.169346,183174.0571,,,,,
S01008978,Carrick Knowe - 02,City of Edinburgh,640,430,5651,5,9,17,82,3%,16,6217.5,2%,10,6320,40,6,22,71,15%,0%,48,6473,81%,5.81,72,1%,10%,4244,4.61,3.79,2.3,2.9,6.19,4.95,13.42,9.55,15.95,0%,1658,13,206,3317,92,12,16%,2%,1509,1594.530701,72332.10597,,,,,
S01008979,Carrick Knowe - 03,City of Edinburgh,718,527,4464,4,7,13,64,9%,63,3711,4%,19,5430,45,17,51,39,12%,2%,67,6171,78%,5.35,63,0%,7%,3658,4.96,3.82,1.78,3.04,5.68,5.3,12.4,7.47,16.01,0%,1944,27,381,1607,69,4,9%,1%,3757,1351.1117,74490.0365,,,,,
S01008980,Carrick Knowe - 04,City of Edinburgh,830,585,3800,3,6,11,55,12%,97,2986,5%,31,4410,85,147,15,62,17%,5%,103,3658,78%,5.17,79,5%,12%,3007,4.28,3.1,1.02,2.59,4.91,4.62,9.21,4.22,12.83,0%,4297,16,195,3473,121,10,15%,1%,1962,2256.904874,144737.001,,,,,
S01008981,Corstorphine South - 01,City of Edinburgh,749,428,6800,5,10,20,98,2%,17,6339,2%,9,6408,35,58,23,88,13%,13%,79,5891,92%,5.71,53,0%,17%,5948,3.23,2.45,1.68,2.53,4.63,3.57,7.51,6.02,11.12,0%,4825,5,68,5794,27,8,4%,1%,5807,2241.003067,138146.5759,,,,,
S01008982,Corstorphine South - 02,City of Edinburgh,814,555,4351,4,7,13,63,8%,65,3917,6%,31,4314,65,62,50,107,16%,3%,78,4495,75%,5.5,78,1%,4%,2868,3.82,2.89,0.91,3.11,3.89,4.19,7.75,3.34,11.37,0%,5153,16,199,3417.5,116,13,15%,2%,1810,1454.787662,99837.55062,,,,,
S01008983,Corstorphine South - 03,City of Edinburgh,643,495,2814,3,5,9,41,11%,71,3144,7%,34,3743,80,127,90,127,17%,3%,86,3573,75%,4,83,4%,5%,1432,3.24,3.07,3.39,4.01,3.03,4.02,13.16,11.83,12.62,0%,2468,26,410,1451,96,29,15%,4%,1322,1662.934087,89568.489,,,,,
S01008984,Corstorphine South - 04,City of Edinburgh,501,344,4126,3,6,12,60,8%,42,3819,6%,21,4105,75,33,104,85,17%,4%,99,3924,78%,5.62,82,10%,5%,2711,3.44,2.86,1.98,3.72,3.44,3.95,11.06,6.59,13.51,0%,3553,0,0,6366,52,13,10%,3%,2893,1464.294383,61074.66634,,,,,
S01008985,Corstorphine South - 05,City of Edinburgh,926,655,4694,4,7,14,68,7%,64,4290,5%,30,4763,45,40,17,67,16%,4%,77,5584,81%,5.58,69,3%,12%,3929,2.64,2.39,2.59,3.33,2.97,3.38,9.78,8.71,10,0%,4085,43,459,1183,76,22,11%,3%,2316,4116.652999,322567.329,,,,,
S01008986,Corstorphine South - 06,City of Edinburgh,790,465,6672,5,10,20,96,2%,15,6525.5,3%,12,6149,45,55,0,76,17%,4%,77,5485,95%,6.19,59,1%,14%,6293,2.18,1.98,2.63,3,3.58,2.94,8.94,8.91,9.81,0%,4875,12,154,4114,62,9,8%,1%,4163,1645.079531,112230.5078,,,,,
S01008987,South Gyle - 01,City of Edinburgh,783,473,6585,5,10,19,95,2%,19,6256,4%,18,5332,45,26,22,79,14%,10%,69,5770,93%,5.85,44,0%,12%,6055,2.06,1.86,3.02,1.77,3.5,2.82,8.88,7.91,8.66,0%,5511,0,0,6634,73,2,9%,0%,4060,2637.737488,139673.3418,,,,,
S01008988,South Gyle - 02,City of Edinburgh,1090,643,4913,4,8,15,71,7%,74,4341,5%,32,4578,55,33,26,81,18%,11%,93,4627,88%,5.83,66,3%,13%,4961,2.3,2.57,2.99,2.77,4.74,2.87,8.91,8.46,8.67,1%,4083,24,223,3064,119,23,13%,2%,2141,3648.767882,414334.0757,,,,,
S01008989,South Gyle - 03,City of Edinburgh,610,478,5113,4,8,15,74,3%,21,5739,3%,16,5611,45,28,0,76,12%,0%,73,6060,87%,5.4,55,4%,6%,4009,2.83,4.32,4.27,5.7,3.08,4.29,15.82,14.97,12.81,0%,1511,14,233,2957,126,18,19%,3%,920,1692.67524,72934.62436,,,,,
S01008990,South Gyle - 04,City of Edinburgh,904,651,4773,4,7,14,69,6%,53,4664,3%,22,5518,40,24,105,51,18%,5%,54,6092,85%,5.22,54,4%,9%,4012,2.57,4.56,4.5,5.87,3.32,4.04,17.06,16.26,12.79,1%,1291,14,157,4064,150,28,20%,4%,700,4267.767625,554793.4705,,,,,
S01008991,South Gyle - 05,City of Edinburgh,927,673,5663,5,9,17,82,5%,49,4892,2%,15,6304,35,41,14,78,13%,3%,58,6406,84%,5.73,50,0%,14%,5268,1.76,4.87,4.81,6.3,3.6,3.23,17.01,16.98,10.57,0%,1710,11,120,4747,65,16,7%,2%,4251,2129.985737,150136.3776,,,,,
S01008992,South Gyle - 06,City of Edinburgh,578,381,3090,3,5,9,45,11%,62,3217,7%,25,3876,105,134,101,87,16%,5%,86,3277,84%,5.29,67,4%,9%,3663,1.84,3.95,3.41,4.54,3.77,2.75,12.14,9.19,8.99,1%,3043,68,1174,136,43,17,8%,3%,3480,9806.166158,2155162.757,,,,,
S01008993,"Ratho, Ingliston and Gogar - 01",City of Edinburgh,1037,681,4580,4,7,14,66,4%,40,5534,4%,27,5153,50,74,0,81,16%,3%,74,5378,89%,5.9,42,0%,9%,5718,2.76,5.23,4.81,6.46,6.06,2.78,14.6,11.04,9.42,27%,1206,95,918,262,67,23,6%,2%,4339,30317.43536,18051972.02,,,,,
S01008994,"Ratho, Ingliston and Gogar - 02",City of Edinburgh,760,452,3167,3,5,10,46,11%,84,3141,9%,39,3136,80,81,103,62,19%,10%,93,3651,83%,5.07,139,1%,4%,2281,6.02,1.71,1.66,2.08,7.66,8.11,4.31,3.22,20.03,0%,3783,18,240,2871,112,13,14%,2%,1848,1963.731426,138206.0892,,,,,
S01008995,"Ratho, Ingliston and Gogar - 03",City of Edinburgh,813,537,6399,5,10,19,92,2%,15,6547.5,2%,12,6288,30,52,37,67,12%,9%,68,6408,93%,5.63,33,0%,17%,6259,5.84,1.64,2.62,3.36,8.26,8.04,4.44,6.15,20.56,4%,2163,15,187,3604,43,11,5%,1%,5266.5,6351.90629,412568.1642,,,,,
S01008996,"Ratho, Ingliston and Gogar - 04",City of Edinburgh,883,554,3588,3,6,11,52,8%,69,3978,6%,35,3975,90,67,17,114,18%,0%,114,3337,86%,5.7,136,7%,10%,3109,3.31,5.3,1.68,2.94,8.07,6.73,11.01,5.27,13.75,6%,1588,23,264,2571,36,13,6%,2%,4215,14965.97794,5525954.402,,,,,
S01008997,"Dalmeny, Kirkliston and Newbridge - 01",City of Edinburgh,1106,727,4111,3,6,12,59,7%,76,4314,4%,31,4992,75,14,55,84,15%,0%,105,4202,88%,5.58,82,2%,10%,4368,3.95,4.89,2.99,3.24,8.31,7.21,14.59,10.31,19.42,14%,839,34,311,2138,41,18,4%,2%,5375,28550.11453,12402868.05,,,,,
S01008998,"Dalmeny, Kirkliston and Newbridge - 02",City of Edinburgh,796,520,1455,2,3,5,21,19%,149,1607,10%,53,2654,140,33,329,113,23%,4%,112,1963,65%,4.61,117,6%,4%,794,5.76,6.78,4.23,6.97,11.09,8.07,12.2,8.18,19.8,1%,660,22,280,2422,121,42,19%,7%,573,2356.635547,197348.8953,,,,,
S01008999,"Dalmeny, Kirkliston and Newbridge - 03",City of Edinburgh,836,481,3132,3,5,9,45,11%,94,3104,8%,38,3425.5,95,261,20,108,19%,11%,109,2861,84%,6,95,3%,7%,3901,6.77,2.75,2.21,3.57,12.13,7.58,5.35,5.14,17.67,0%,1798,27,327,2000,78,10,9%,1%,3606,3220.606385,227033.945,,,,,
S01009000,"Dalmeny, Kirkliston and Newbridge - 04",City of Edinburgh,1550,953,5452,4,8,16,79,4%,59,5552,2%,23,6204,40,21,0,68,13%,4%,73,6223,91%,5.87,48,1%,13%,5762,5.11,5.57,3.94,5.76,9.2,5.11,13.95,9.09,19.11,9%,751,27,176,3768,42,8,5%,1%,5614,11645.44573,5868814.732,,,,,
S01009001,"Dalmeny, Kirkliston and Newbridge - 05",City of Edinburgh,935,551,4890,4,8,15,71,6%,56,4610,6%,32,4212,70,12,18,88,13%,0%,72,5225,94%,5.87,52,1%,10%,5909,5.58,4.06,2.57,2.74,10.34,6.26,10.32,6.48,17.32,0%,1441,7,76,5615,15,8,2%,1%,6620,2051.287925,171184.2629,,,,,
S01009002,"Dalmeny, Kirkliston and Newbridge - 06",City of Edinburgh,2360,1513,5248,4,8,16,76,5%,128,4828,3%,46,5768,45,26,7,76,14%,4%,89,5565,92%,6.13,36,3%,17%,6269,4.15,4.83,4.15,2.75,5.99,4.15,16.55,14.28,17.95,17%,959,30,129,4581,47,8,6%,1%,5009,35499.40157,22060041.88,,,,,
S01009003,Queensferry East - 01,City of Edinburgh,982,628,6076,5,9,18,88,6%,56,4725,3%,20,5665,45,16,16,70,15%,10%,65,5924,0%,5.95,35,3%,27%,6662,3.74,2.47,2.41,1.57,3.19,2.92,7.08,7.09,8.94,4%,4944,20,206,3310,25,14,3%,1%,6134,6183.065458,863348.1389,,,,,
S01009004,Queensferry East - 02,City of Edinburgh,693,431,5168,4,8,15,75,6%,44,4480,5%,19,4832.5,65,34,23,74,17%,4%,75,4792,88%,5.32,71,1%,5%,3920,2.62,3.22,3.14,2.89,5.19,2.25,7.36,7.36,5.72,16%,3980,0,0,6575,44,3,6%,0%,4970,2370.258306,111104.0435,,,,,
S01009005,Queensferry East - 03,City of Edinburgh,756,462,5572,4,8,16,80,7%,53,4253,4%,17,5309,60,5,40,94,17%,3%,89,4887,0%,5.69,61,0%,10%,5964,2.07,2.82,2.73,2.44,5.78,1.79,7.03,7.03,5.29,2%,5197,11,147,4234,56,11,8%,2%,4030,3343.693143,226058.9698,,,,,
S01009006,Queensferry East - 04,City of Edinburgh,756,449,5077,4,8,15,73,6%,44,4680,5%,24,4392,90,54,21,118,20%,5%,96,3382,94%,5.67,74,5%,16%,5285,2.01,2.23,2.15,1.94,4.82,1.37,6.65,6.65,5.09,0%,6514,15,201,3387,75,4,10%,1%,3601,2755.28016,179961.224,,,,,
S01009007,Queensferry East - 05,City of Edinburgh,712,456,4427,4,7,13,64,7%,47,4407,8%,36,3375,95,125,121,124,18%,0%,82,3266,86%,5.79,85,3%,10%,4243,2.55,2.37,2.29,1.78,3.76,1.73,7.41,7.41,7.23,0%,6083,9,128,4595,76,13,11%,2%,2847,1953.256453,91596.78546,,,,,
S01009008,Queensferry East - 06,City of Edinburgh,917,548,5573,4,8,16,80,5%,46,4994,4%,23,5045,45,69,36,76,18%,7%,78,5191,93%,5.67,43,3%,13%,5682,2.08,1.33,1.3,1.51,4.88,1.62,4.31,4.3,5.41,10%,6199,38,420,1388,34,13,4%,1%,5738,4105.135231,357132.9054,,,,,
S01009009,Queensferry West - 01,City of Edinburgh,476,287,1664,2,3,5,24,20%,93,1506,14%,41,1584,135,153,189,100,22%,4%,115,1888,76%,4.88,118,3%,6%,1836,2.27,1.99,2.03,2.43,5.71,2.76,5.65,5.65,7.51,0%,5485,25,532,889,73,9,15%,2%,1634,2484.60637,210393.5156,,,,,
S01009010,Queensferry West - 02,City of Edinburgh,977,664,6263,5,9,18,90,4%,38,5509,3%,22,5561,45,38,0,102,14%,2%,71,5768,91%,6.1,38,1%,9%,5967,2.56,2.62,2.66,2.1,6.25,3.31,7.02,7.02,9.1,0%,4327,6,62,5919,59,12,6%,1%,4957,2549.606615,205712.1157,,,,,
S01009011,Queensferry West - 03,City of Edinburgh,880,608,6568,5,10,19,95,1%,11,6803.5,2%,14,6271,35,13,0,70,12%,5%,49,6676,0%,5.68,30,2%,12%,6425,3.33,3.26,3.3,2.82,6.94,3.97,10.78,10.78,12.85,35%,1667,4,46,6251,27,4,3%,0%,6314,1737.741513,153232.9748,,,,,
S01009012,Queensferry West - 04,City of Edinburgh,760,495,6610,5,10,19,95,1%,7,6897,2%,12,6218,40,38,0,52,15%,0%,57,6344,0%,6.25,28,0%,9%,6741,2.68,3.59,3.63,2.98,7.21,3.99,9.13,9.16,11.2,16%,1972,6,80,5538,28,11,4%,1%,5722,1694.365106,119245.3229,,,,,
S01009013,Queensferry West - 05,City of Edinburgh,862,547,6668,5,10,20,96,1%,11,6790,2%,10,6537,30,48,75,54,15%,3%,67,6314,93%,5.78,52,2%,11%,5651,2.78,2.98,3.02,2.69,6.57,3.69,9.85,9.85,11.81,3%,2618,6,71,5723,45,7,5%,1%,5459,5408.285433,759403.4418,,,,,
