DataZone,DZName,LAName,SAPE2017,WAPE2017,Rankv2,Quintilev2,Decilev2,Vigintilv2,Percentv2,IncRate,IncNumDep,IncRankv2,EmpRate,EmpNumDep,EmpRank,HlthCIF,HlthAlcSR,HlthDrugSR,HlthSMR,HlthDprsPc,HlthLBWTPc,HlthEmergS,HlthRank,EduAttend,EduAttain,EduNoQuals,EduPartici,EduUniver,EduRank,GAccPetrol,GAccDTGP,GAccDTPost,GAccDTPsch,GAccDTSsch,GAccDTRet,GAccPTGP,GAccPTPost,GAccPTRet,GAccBrdbnd,GAccRank,CrimeCount,CrimeRate,CrimeRank,HouseNumOC,HouseNumNC,HouseOCrat,HouseNCrat,HouseRank,Shape_Leng,Shape_Area,,,,,
S01008712,"Bingham, Magdalene and The Christians - 01",City of Edinburgh,1124,615,90,1,1,1,2,36%,405,167,32%,197,48,220,147,444,150,32%,5%,135,299,57%,4.65,211,12%,7%,102,3.85,1.8,2.86,3.86,4.3,4.68,4.09,7.02,9.6,0%,4235,61,541,867,217,10,21%,1%,943,3510.027236,328087.9215,,,,,
S01008713,"Bingham, Magdalene and The Christians - 02",City of Edinburgh,669,419,248,1,1,1,4,36%,244,151,24%,100,341,200,71,559,113,26%,5%,133,672,59%,4.75,177,9%,2%,124,2.94,1.59,1.71,2.55,2.91,3.33,5.37,6.49,9.96,0%,6127,22,333,1953,127,21,20%,3%,778,1446.115674,69410.98711,,,,,
S01008714,"Bingham, Magdalene and The Christians - 03",City of Edinburgh,565,366,1624,2,3,5,24,17%,96,1894,17%,61,1108,140,195,171,98,18%,0%,119,1977,70%,5.27,142,0%,2%,1507,2.91,1.59,1.32,3.09,2.46,3.16,5.07,5.12,9.89,0%,6432,21,377,1635,88,22,16%,4%,1207,1941.693366,103943.1074,,,,,
S01008715,"Bingham, Magdalene and The Christians - 04",City of Edinburgh,763,471,1142,1,2,4,17,21%,164,1233,16%,74,1304,160,62,136,117,22%,0%,112,1734,59%,4.92,156,4%,4%,511,3.14,2.5,2.27,1.97,3.28,2.74,9.5,8.03,11.76,0%,4830,44,571,762,131,20,17%,3%,1222,2772.563006,264941.7124,,,,,
S01008716,"Bingham, Magdalene and The Christians - 05",City of Edinburgh,568,335,1098,1,2,4,16,21%,120,1282,17%,56,1054,150,191,87,105,24%,5%,108,1624,68%,4.77,154,11%,1%,426,3.7,2.9,2.24,3.7,3.23,3.25,9.92,7.93,12.81,0%,3729,14,250,2757,77,5,14%,1%,2152,1267.435447,91629.10811,,,,,
S01008717,"Jewel, Brunstane and Newcraighall - 01",City of Edinburgh,428,290,4316,4,7,13,62,10%,44,3335,5%,14,4726,80,19,0,69,13%,15%,80,4859,78%,5.33,91,5%,5%,2525,1.3,2.38,1.47,4.64,4.02,2.03,5.03,4.16,6.65,0%,6504,12,284,2387,35,4,8%,1%,4158,2209.311764,170965.8415,,,,,
S01008718,"Jewel, Brunstane and Newcraighall - 02",City of Edinburgh,621,403,4571,4,7,14,66,6%,39,4503,5%,18,4792,80,40,0,90,16%,4%,74,4538,67%,5.5,101,0%,6%,2421,1.51,1.8,1.63,4.43,3.47,2.23,4.51,5.12,7.6,0%,6541,20,326,2005,71,20,14%,4%,1520,2272.670364,134613.1652,,,,,
S01008719,"Jewel, Brunstane and Newcraighall - 03",City of Edinburgh,1086,723,3856,3,6,12,56,10%,110,3369,4%,31,4977,80,100,14,121,15%,5%,92,3884,71%,5.56,121,4%,6%,2125,3.27,3.05,2.69,4.49,4.79,2.82,7.18,7.15,8.38,0%,3883,28,261,2601,111,23,11%,2%,2651,2279.724247,177608.9375,,,,,
S01008720,"Jewel, Brunstane and Newcraighall - 04",City of Edinburgh,892,603,2941,3,5,9,43,9%,84,3532,6%,38,4052,105,67,62,100,21%,4%,99,2991,75%,5,127,6%,4%,1592,3.04,4.81,2.84,3.13,6.19,2.34,12.23,11.64,7.39,4%,2506,41,454,1215,85,20,17%,4%,1095,6834.134502,1158211.297,,,,,
S01008721,"Jewel, Brunstane and Newcraighall - 05",City of Edinburgh,829,607,5786,5,9,17,83,2%,17,6457,3%,15,6129,45,26,0,61,13%,3%,60,6274,85%,5.73,54,1%,12%,4812,3.48,4.75,3.27,4.8,5.28,3.02,19.61,15.82,17.86,0%,1239,15,183,3662,44,5,5%,1%,5347,4834.392547,827202.8908,,,,,
S01008722,Joppa - 01,City of Edinburgh,1058,562,4538,4,7,14,66,7%,70,4403,6%,34,4120,90,101,35,86,16%,7%,89,3669,90%,5.9,51,2%,12%,5528,2.96,3.48,3.54,4.79,5.44,3.39,9.09,7.55,9.29,0%,2668,27,259,2633,50,16,5%,2%,5279,3138.938139,366574.5124,,,,,
S01008723,Joppa - 02,City of Edinburgh,807,580,5530,4,8,16,80,5%,37,5186,4%,21,5362.5,50,15,19,63,14%,0%,54,6188,82%,5.81,45,0%,4%,4568,3.11,4.32,2.9,4.14,4.77,2.65,13.74,9.76,13.12,0%,2358,9,113,4887,46,6,7%,1%,4377,1947.7159,192224.3999,,,,,
S01008724,Joppa - 03,City of Edinburgh,1024,592,5828,5,9,17,84,4%,44,5321,4%,22,5345,65,63,16,95,17%,4%,77,4571,93%,6.21,51,0%,17%,6421,3,2.86,2.77,4.13,4.66,2.55,9.06,8.59,9.97,0%,3832,16,158,4040,53,11,6%,1%,4993,2379.864087,231895.7413,,,,,
S01008725,Joppa - 04,City of Edinburgh,814,515,5246,4,8,16,76,5%,37,5209,6%,31,4086,55,127,74,105,14%,8%,82,4618,90%,6.04,53,0%,21%,6154,3.92,1.94,3.02,4.95,5.9,2.88,5.37,6.83,6.9,0%,4173,16,199,3417.5,66,24,9%,3%,3041,1916.041029,121132.6667,,,,,
S01008726,Joppa - 05,City of Edinburgh,596,371,6907,5,10,20,100,1%,7,6822.5,1%,5,6822,20,6,0,49,13%,0%,51,6913,89%,6.2,16,4%,12%,6351,3.69,1.64,2.71,4.43,5.33,2.55,5.54,7.74,7.82,0%,4881,15,255,2683,8,4,1%,1%,6737,2067.503844,112362.0415,,,,,
S01008727,Joppa - 06,City of Edinburgh,1097,651,6240,5,9,18,90,5%,51,5156,3%,19,5885,55,24,14,144,16%,7%,59,5345,91%,6.19,40,3%,44%,6568,4.88,1.22,2.27,4.13,5.23,2.14,3.58,5.86,5.94,0%,5997,22,203,3357,71,37,7%,4%,3556,2182.28733,157392.7128,,,,,
S01008728,Portobello - 01,City of Edinburgh,639,405,2839,3,5,9,41,14%,87,2533,10%,39,2854,105,84,46,90,17%,0%,83,3476,72%,5.31,95,6%,4%,1859,5.05,0.92,1.64,3.57,4.7,1.51,3.2,4.7,4.78,0%,6765,18,285,2381,105,14,19%,3%,975,1226.741832,56908.65596,,,,,
S01008729,Portobello - 02,City of Edinburgh,709,465,6014,5,9,18,87,4%,30,5351,3%,14,5832,45,58,21,98,15%,5%,71,5484,90%,6.23,27,4%,19%,6364,5.1,1.5,1.39,3.02,3.97,1.41,4.23,3.66,3.74,1%,6295,32,457,1198,58,19,8%,3%,3570,2591.986387,134917.5903,,,,,
S01008730,Portobello - 03,City of Edinburgh,865,636,3667,3,6,11,53,13%,109,2768,8%,50,3416,85,37,28,99,16%,7%,64,4443,87%,4.96,61,5%,10%,3611,5.98,1.81,1.24,2.6,4.81,1.75,4.75,3.82,4.27,0%,6484,17,199,3419,150,72,19%,9%,454,1971.132436,93051.3963,,,,,
S01008731,Portobello - 04,City of Edinburgh,530,324,2785,2,4,8,40,14%,73,2502,9%,28,3112,100,186,0,82,20%,9%,89,3325,81%,5.14,95,6%,12%,2896,6.49,2.89,2.6,2.98,6.03,2.67,5.57,5.89,5.97,0%,4017,28,535,883,70,14,16%,3%,1269,1598.666089,60920.61639,,,,,
S01008732,Portobello - 05,City of Edinburgh,640,431,2117,2,4,7,31,17%,109,1884.5,14%,60,1666,120,160,129,100,20%,10%,89,2598,72%,5.31,87,3%,17%,2964,5.98,2.27,1.98,2.57,4.75,2.05,4.17,4.51,4.59,0%,5780,20,317,2096,166,35,27%,6%,260,1683.988475,54563.06204,,,,,
S01008733,Portobello - 06,City of Edinburgh,768,574,3589,3,6,11,52,7%,53,4295,7%,39,3808,80,54,15,65,21%,6%,76,4115,79%,4.67,86,0%,8%,2820,5.62,3.3,3.22,3.48,4.92,3.28,5.89,6.58,6.71,1%,2907,29,383,1598,198,85,25%,11%,198,5773.233318,554353.9944,,,,,
S01008734,Duddingston and Portobello South - 01,City of Edinburgh,639,349,4812,4,7,14,69,7%,42,4415,8%,26,3544,70,60,0,44,16%,9%,62,5189,85%,5.58,53,3%,33%,5342,3.91,1.45,2.38,1.76,3.49,2.68,4.8,5.87,8.77,0%,5995,22,349,1828,46,7,8%,1%,3937,5588.11598,630340.7499,,,,,
S01008735,Duddingston and Portobello South - 02,City of Edinburgh,1009,589,6572,5,10,19,95,2%,21,6443,3%,19,5672,40,81,50,50,10%,8%,56,6377,90%,5.93,45,1%,23%,6107,3.67,1.28,1.58,2.57,2.67,3.4,4.37,4.26,10.56,0%,6523,36,361,1741,36,3,4%,0%,6183,2677.594224,223485.0148,,,,,
S01008736,Duddingston and Portobello South - 03,City of Edinburgh,738,455,4765,4,7,14,69,7%,55,4097,5%,24,4443,80,59,115,78,14%,9%,90,4024,83%,6,73,4%,16%,4627,3.25,1.31,1.83,2.94,3.65,4.21,3.94,4.72,9.53,0%,5683,24,329,1981,44,7,6%,1%,4959,2822.51542,227953.3446,,,,,
S01008737,Duddingston and Portobello South - 04,City of Edinburgh,824,476,6537,5,10,19,94,2%,17,6449,2%,11,6252,45,18,0,76,14%,0%,66,6057,92%,5.64,44,1%,11%,5645,3.22,2.47,3.27,1.85,4.59,4.68,6.94,7.07,11.66,0%,4110,16,197,3450,54,6,7%,1%,4718,3154.927733,213063.2281,,,,,
S01008738,Duddingston and Portobello South - 05,City of Edinburgh,858,458,6766,5,10,20,97,3%,27,5897,1%,7,6771,50,18,0,61,14%,11%,51,6264,91%,5.88,56,1%,15%,5748,3.23,1.52,2.93,1.51,3.91,3.65,5.42,6.92,11.22,0%,5791,17,201,3391,28,0,4%,0%,6269.5,3064.982157,180435.9811,,,,,
S01008739,Mountcastle - 01,City of Edinburgh,573,327,4718,4,7,14,68,7%,40,4263,6%,19,4221,65,40,29,67,15%,4%,66,5096,79%,5.85,57,0%,11%,4666,1.91,2.48,3.17,2.75,5.27,4.6,5.32,6.51,12.05,0%,4296,20,354,1795,64,7,11%,1%,2843,1390.341473,70027.72809,,,,,
S01008740,Mountcastle - 02,City of Edinburgh,552,306,6174,5,9,18,89,3%,18,5838.5,2%,7,6209,30,53,0,39,13%,6%,61,6624,85%,5.89,74,2%,5%,4218,2.67,2.37,3.03,2.66,5.39,4.6,6.52,7.69,13.67,0%,3797,9,165,3939,38,14,7%,3%,3934,2358.552146,156151.501,,,,,
S01008741,Mountcastle - 03,City of Edinburgh,940,542,6393,5,10,19,92,3%,24,6192,3%,14,6082.5,50,24,18,63,13%,6%,66,5860,93%,5.91,63,2%,9%,5402,2.13,1.8,2.43,2.26,5.77,5.17,4.44,5.95,12.95,0%,5023,23,248,2782,76,8,8%,1%,4179,2415.752746,133442.8662,,,,,
S01008742,Mountcastle - 04,City of Edinburgh,508,293,4259,4,7,13,62,9%,47,3578,6%,18,4005,95,80,33,103,21%,0%,94,3234,82%,5.75,79,0%,23%,4988,1.67,0.84,1.21,1.95,6.18,5.54,2.27,3.52,10.18,0%,6733,21,419,1394,27,15,6%,3%,4244.5,2896.376558,193044.0331,,,,,
S01008743,Northfield and Piershill - 01,City of Edinburgh,951,630,1728,2,3,5,25,17%,158,1967,11%,65,2535,135,183,114,105,17%,4%,118,2128,60%,4.56,110,2%,6%,830,1.12,2.42,3.06,2.84,5.51,5.57,6.2,8.23,11.68,0%,4320,93,980,224,153,34,17%,4%,1131,1795.663253,122614.441,,,,,
S01008744,Northfield and Piershill - 02,City of Edinburgh,1098,732,3464,3,5,10,50,11%,124,3091,8%,56,3503,95,107,188,81,16%,2%,95,3300,80%,5.58,94,2%,5%,3061,1.57,1.96,2.59,2.45,5.68,5.98,6.08,7.44,12.14,0%,4522,25,231,2972,162,10,15%,1%,1825,2069.855824,152735.8489,,,,,
S01008745,Northfield and Piershill - 03,City of Edinburgh,517,337,6275,5,9,18,90,3%,13,6212,2%,8,6207.5,40,0,0,62,11%,0%,51,6699,75%,5.2,56,0%,9%,3634,1.35,1.86,2.28,2.51,5.93,5.75,5.06,5.86,10.74,0%,5155,9,176,3770,41,12,9%,3%,3251,1474.149009,62400.48501,,,,,
S01008746,Northfield and Piershill - 04,City of Edinburgh,1062,743,1500,2,3,5,22,22%,232,1194,14%,101,1738,155,73,349,91,19%,10%,98,1986,73%,4.85,133,9%,6%,1220,1.3,2.04,2.38,3.01,6.96,5.89,3.81,4.43,9.7,0%,4853,35,334,1948,219,49,21%,5%,620,2103.61865,99666.80295,,,,,
S01008747,Craigentinny - 01,City of Edinburgh,509,304,6730,5,10,20,97,3%,14,6087.5,2%,6,6594,50,29,0,82,13%,0%,71,5808,89%,5.46,48,0%,8%,5106,2.52,1.2,1.62,2.96,6.62,5.37,3.53,4.42,7.79,0%,5304,3,60,5977,27,0,5%,0%,5650.5,1847.213138,183722.9736,,,,,
S01008748,Craigentinny - 02,City of Edinburgh,655,351,6636,5,10,20,96,3%,20,5940,2%,7,6406,40,50,0,50,14%,0%,67,6239,87%,5.67,45,0%,12%,5431,2.69,1.15,1.74,2.95,6.65,5.57,4.29,5.37,9.09,0%,5444,11,170,3861,32,7,5%,1%,5444,1804.879477,148256.0415,,,,,
S01008749,Craigentinny - 03,City of Edinburgh,978,597,5134,4,8,15,74,4%,37,5565,4%,23,5237,50,11,71,80,15%,5%,72,5502,74%,5.75,69,2%,6%,3365,3.42,2.26,2.39,3.25,6.69,5.09,6.5,7.05,11.63,0%,3074,35,363,1736,68,2,7%,0%,4876,5324.379428,695594.5666,,,,,
S01008750,Craigentinny - 04,City of Edinburgh,682,390,6573,5,10,19,95,2%,15,6370,2%,8,6512,50,20,84,66,14%,6%,77,5490,78%,5.35,58,0%,21%,4599,2.22,1.38,1.23,2.53,6.49,5.3,3.59,3.59,9.81,0%,6029,13,193,3510,34,5,5%,1%,5585,2090.703398,158624.3797,,,,,
S01008751,Restalrig (Loganlea) and Craigentinny West - 01,City of Edinburgh,630,384,3171,3,5,10,46,12%,75,2924,10%,38,2734.5,105,36,186,109,20%,0%,114,2794,82%,5.68,104,3%,12%,3632,2.81,2.37,1.82,2.51,5.8,4.2,6.66,4.34,12.86,0%,4707,15,241,2854,61,6,10%,1%,3448,2079.790505,107731.0377,,,,,
S01008752,Restalrig (Loganlea) and Craigentinny West - 02,City of Edinburgh,739,497,318,1,1,1,5,31%,227,378,24%,121,295,200,207,354,155,27%,19%,128,497,61%,3.92,172,7%,8%,240,2.8,2.44,2.06,2.05,5.9,4.69,6.31,5.32,11.82,0%,4549,40,535,886,118,13,15%,2%,1758,1924.195787,107776.2024,,,,,
S01008753,Restalrig (Loganlea) and Craigentinny West - 03,City of Edinburgh,583,392,1304,1,2,4,19,23%,135,1044,16%,63,1213,150,156,200,122,20%,6%,100,1867,68%,4.73,154,0%,7%,1334,2.24,2.99,2.43,1.6,5.39,4.59,6.74,5.65,11.47,0%,4656,20,348,1842,110,5,21%,1%,989,1116.447147,54496.65484,,,,,
S01008754,Restalrig (Loganlea) and Craigentinny West - 04,City of Edinburgh,654,458,2793,3,5,9,41,13%,84,2714,10%,44,2821,110,127,240,124,16%,7%,81,3009,83%,4.71,128,7%,6%,1954,2.12,3.13,2.33,1.47,5.08,3.97,9.26,7.69,10.51,0%,4457,18,279,2435,61,12,10%,2%,2953,1617.253506,61586.93929,,,,,
S01008755,Restalrig (Loganlea) and Craigentinny West - 05,City of Edinburgh,916,668,2009,2,3,6,29,17%,152,1970.5,12%,82,2047,135,124,157,69,21%,6%,101,2321,79%,5.07,133,2%,1%,1567,2.47,3.01,2.38,1.63,5.46,3.77,8.72,6.48,11.07,0%,4476,27,299,2244,218,44,23%,5%,459,1754.526485,75490.19552,,,,,
S01008756,Restalrig and Lochend - 01,City of Edinburgh,648,468,911,1,2,3,14,21%,136,1306.5,19%,90,735,170,311,198,125,24%,4%,144,816,70%,4.36,155,3%,4%,728,1.44,2.47,1.64,1.21,4.4,3.25,8.15,6.23,8.33,0%,6054,29,453,1220,162,16,23%,2%,627,1672.491877,92106.10582,,,,,
S01008757,Restalrig and Lochend - 02,City of Edinburgh,634,434,110,1,1,1,2,34%,217,222,27%,117,169,255,313,863,465,29%,15%,170,54,66%,4.27,188,18%,5%,169,1.84,2.88,2.05,2.25,4.34,3.37,9.13,8.74,9.96,0%,4670,68,1071,174,147,6,23%,1%,721,1320.048641,72866.44625,,,,,
S01008758,Restalrig and Lochend - 03,City of Edinburgh,837,529,709,1,2,3,11,24%,204,918,21%,113,527,190,165,611,134,24%,3%,128,708,67%,4.14,152,5%,7%,631,1.31,2.35,1.52,1.7,4.26,3.99,7.5,4.78,9.36,0%,6069,37,448,1246,157,3,19%,0%,1284,2364.586133,124516.9905,,,,,
S01008759,Restalrig and Lochend - 04,City of Edinburgh,609,386,656,1,1,2,10,24%,149,909,21%,81,557,205,110,141,125,26%,0%,110,866,64%,4.55,166,4%,2%,327,1.13,2.16,1.33,2.01,4.68,4.46,7.75,4.82,9.7,0%,5976,28,466,1147,132,3,23%,1%,725,1444.254789,95166.23757,,,,,
S01008760,Restalrig and Lochend - 05,City of Edinburgh,969,682,285,1,1,1,5,33%,317,270,25%,172,248,240,149,289,157,29%,6%,134,276,69%,4.66,180,3%,3%,583,0.86,1.22,0.79,2.18,4.71,4.56,4.26,2.81,10.32,0%,6857,48,491,1048,175,20,19%,2%,1086,1414.765325,84290.6108,,,,,
S01008761,Restalrig and Lochend - 06,City of Edinburgh,720,525,4117,3,6,12,60,7%,48,4385.5,6%,32,4089,95,102,152,191,16%,3%,88,3104,76%,5.53,126,1%,8%,2678,1.73,2.18,1.84,2.22,4.13,4.22,6.12,5.57,9.26,0%,5759,13,183,3674,148,0,21%,0%,991,1408.671866,61330.52626,,,,,
S01008762,Leith (Hermitage and Prospect Bank) - 01,City of Edinburgh,582,381,5446,4,8,16,79,5%,27,5160,3%,12,5656,55,55,52,88,19%,6%,93,4401,85%,5.94,98,0%,10%,4583,2.21,1.96,2.27,1.57,3.61,4.41,5.96,5.99,8.13,0%,5924,18,313,2122,76,31,13%,5%,1563,1702.606666,62059.57222,,,,,
S01008763,Leith (Hermitage and Prospect Bank) - 02,City of Edinburgh,920,643,6309,5,10,19,91,4%,36,5494.5,3%,17,6032,50,67,27,64,13%,3%,78,5408,87%,5.88,44,1%,8%,5186,2.52,1.84,2.39,1.35,3.34,4.23,5.2,5.28,7.45,0%,6238,8,88,5353,102,32,11%,3%,2301,1379.706733,57988.91147,,,,,
S01008764,Leith (Hermitage and Prospect Bank) - 03,City of Edinburgh,680,439,4814,4,7,14,70,9%,63,3573,6%,26,4166.5,65,50,123,98,15%,2%,84,4380,88%,6.2,61,7%,30%,5766,2.42,1.53,1.97,2.07,3.03,3.87,4.73,4.83,7.01,0%,6452,16,238,2892,66,7,9%,1%,3636,1643.156314,60709.89245,,,,,
S01008765,Leith (Hermitage and Prospect Bank) - 04,City of Edinburgh,884,659,4817,4,7,14,70,6%,57,4449,7%,45,3795,70,240,125,70,17%,0%,94,3757,91%,5.87,50,1%,22%,5956,1.82,1.47,1.64,2.44,3.22,4.13,3.95,5.04,7.94,0%,6542,24,275,2466,94,37,11%,4%,2048,1389.737958,55499.38792,,,,,
S01008766,Leith (Hermitage and Prospect Bank) - 05,City of Edinburgh,1006,614,5079,4,8,15,73,5%,54,4857,7%,42,3788,75,51,46,114,17%,5%,70,4282,88%,5.82,71,1%,15%,5205,1.64,1.73,1.47,2.86,4.13,4.58,5.83,5.91,10.13,0%,5874,16,161,3998,80,17,8%,2%,3867,2290.730188,155550.7238,,,,,
S01008767,Leith (Hermitage and Prospect Bank) - 06,City of Edinburgh,564,378,3817,3,6,11,55,13%,71,2770,7%,27,3673,65,45,50,89,16%,4%,85,4471,89%,5.5,62,5%,10%,4390,2.26,2.51,2.1,3.84,4.68,4.7,9.94,9.59,14.34,0%,3170,3,54,6088,87,15,16%,3%,1380,1253.33713,59004.41468,,,,,
S01008768,Western Harbour and Leith Docks - 01,City of Edinburgh,1060,777,2210,2,4,7,32,14%,148,2446,12%,90,2263,135,118,90,449,21%,6%,109,1733,80%,5.84,92,8%,12%,3516,2.05,2.8,2.78,4.03,4.89,3.83,8.94,9.92,11.2,2%,3017,53,497,1017,114,19,23%,4%,496,11733.81519,2208029.881,,,,,
S01008769,Western Harbour and Leith Docks - 02,City of Edinburgh,981,792,4667,4,7,14,67,8%,82,3828,6%,46,4229,65,40,10,71,15%,4%,58,5348,85%,4.92,16,6%,4%,4261,2.87,1.11,2.77,3.37,5.48,1.56,3.02,7.64,4.47,8%,5904,18,186,3621.5,186,6,28%,1%,405,4335.310079,546047.3249,,,,,
S01008770,Western Harbour and Leith Docks - 03,City of Edinburgh,958,766,5590,5,9,17,81,3%,27,6050,1%,9,6842,20,27,0,31,8%,4%,38,6958,75%,5.86,31,2%,14%,4901,3.23,3.92,4.1,3.72,5.52,5.11,10.62,12.52,14.52,0%,1462,24,254,2698,291,15,34%,2%,196,2978.80285,367705.7598,,,,,
S01008771,Western Harbour and Leith Docks - 04,City of Edinburgh,1082,775,3875,3,6,12,56,10%,113,3290,7%,51,3904,70,39,144,55,16%,7%,63,4857,82%,4.64,59,6%,7%,2733,2.17,2.87,3.04,2.41,4.13,4.06,8.04,9.91,11.93,4%,3450,14,131,4537,111,4,14%,1%,2222,1820.841591,136482.4198,,,,,
S01008772,North Leith and Newhaven - 01,City of Edinburgh,771,514,5020,4,8,15,72,8%,58,4075,4%,21,5146,50,65,102,76,18%,4%,93,4654,89%,5.67,49,2%,18%,5477,2.83,2.38,1.12,1.31,3.31,3.82,6.38,3.37,9.11,0%,6466,35,460,1181,97,34,13%,4%,1658,1639.948956,79510.97175,,,,,
S01008773,North Leith and Newhaven - 02,City of Edinburgh,1011,763,2614,2,4,8,38,14%,137,2555,11%,87,2298,125,196,82,145,19%,10%,110,2105,74%,5.57,70,3%,11%,3424,2.47,1.92,1.58,1.88,4.36,3.12,5.69,5.56,8.27,0%,6191,23,230,2974,249,74,24%,7%,297,3216.631967,111966.3515,,,,,
S01008774,North Leith and Newhaven - 03,City of Edinburgh,961,733,1727,2,3,5,25,16%,154,2068,14%,101,1697,155,184,320,184,21%,5%,112,1313,77%,4.36,85,11%,5%,1447,2.37,1.23,2.37,2.99,5.07,2.43,3.74,7.24,6.94,0%,6369,44,453,1221,216,49,24%,5%,378,1936.679267,101455.6074,,,,,
S01008775,North Leith and Newhaven - 04,City of Edinburgh,486,361,4056,3,6,12,59,8%,41,3805,8%,27,3525,85,90,142,106,18%,0%,76,3721,83%,5.33,43,4%,16%,4530,1.53,1.51,1.51,3.19,5.57,2.9,4.33,3.62,7.14,0%,6503,20,417,1406,69,22,15%,5%,1308,1878.954387,57817.93076,,,,,
S01008776,North Leith and Newhaven - 05,City of Edinburgh,865,623,1269,1,2,4,19,20%,176,1404,17%,104,1118,160,177,260,181,23%,5%,110,1207,73%,4.31,98,4%,6%,1391,1.96,1.44,2.35,3.32,5.6,2.24,3.64,4.92,5.81,0%,6402,42,480,1094,231,76,29%,10%,147,1139.982991,54294.30503,,,,,
S01008777,North Leith and Newhaven - 06,City of Edinburgh,1072,834,715,1,2,3,11,26%,278,760,21%,178,515,190,179,400,151,25%,0%,129,686,59%,5.14,146,0%,12%,1470,2.62,1.36,2.97,3.28,5.64,2.2,4.37,6.49,6.11,0%,6058,63,586,723,205,77,21%,8%,417,1802.502206,74143.52427,,,,,
S01008778,The Shore and Constitution Street - 01,City of Edinburgh,1167,957,3245,3,5,10,47,10%,113,3482,8%,76,3383,90,90,62,93,16%,3%,79,3804,74%,4.42,46,7%,8%,2366,3.4,2.02,2.36,3.55,5.52,2.55,6.06,6.05,6.6,2%,4637,49,417,1407,253,52,23%,5%,442,2468.369322,127572.7681,,,,,
S01008779,The Shore and Constitution Street - 02,City of Edinburgh,785,655,6256,5,9,18,90,3%,26,5818,2%,16,6185,40,47,0,59,12%,3%,63,6352,76%,5.6,39,4%,13%,4257,4.34,2.95,1.08,3.8,5.6,2.94,9.07,3.65,9.66,0%,4647,7,90,5318,94,8,13%,1%,2388,1177.328527,56114.38882,,,,,
S01008780,The Shore and Constitution Street - 03,City of Edinburgh,548,473,3479,3,5,10,50,9%,47,3764,8%,40,3265,90,99,81,111,16%,0%,50,4430,73%,0,51,0%,3%,2052,4.07,2.64,1.03,2.76,4.52,3.5,7.18,3.1,9.26,0%,5454,17,314,2115,128,15,22%,3%,673,1905.418679,52763.69684,,,,,
S01008781,The Shore and Constitution Street - 04,City of Edinburgh,1113,906,2020,2,3,6,29,16%,173,2139,14%,125,1702,130,253,222,197,19%,3%,110,1792,75%,5.37,67,7%,6%,2731,3.7,2.5,1.97,2.35,3.99,3.95,8.38,6.73,10.97,0%,4463,31,282,2402,276,38,31%,4%,204,1424.517674,72332.71021,,,,,
S01008782,The Shore and Constitution Street - 05,City of Edinburgh,747,612,2923,3,5,9,42,14%,102,2526,10%,61,2741,115,162,259,178,13%,0%,83,2943,83%,5.29,58,3%,5%,3458,3.78,1.48,1.6,1.34,3.22,2.93,4.44,4.34,6.94,0%,6691,27,366,1706.5,164,25,22%,3%,621,1589.782318,66439.23425,,,,,
S01008783,The Shore and Constitution Street - 06,City of Edinburgh,463,391,5903,5,9,17,85,5%,22,5111,2%,9,6272.5,40,41,0,40,12%,5%,30,6750,0%,0,38,0%,7%,5365,3.79,2,1.74,2.19,3.96,2.71,5.44,4.8,6.63,0%,6120,18,394,1535,84,30,20%,7%,482,850.1791807,20878.50013,,,,,
S01008784,The Shore and Constitution Street - 07,City of Edinburgh,456,381,2792,3,5,9,41,12%,56,2833,8%,32,3247,85,154,86,175,19%,5%,91,3092,67%,4.17,54,17%,5%,1071,3.66,2.09,1.67,2.37,4.13,2.59,5.78,4.46,5.66,0%,6130,7,156,4091,91,19,21%,4%,651,1104.361558,23898.04376,,,,,
S01008785,Great Junction Street - 01,City of Edinburgh,845,591,1171,1,2,4,17,22%,187,1166,17%,99,1110,170,145,212,128,19%,7%,128,1254,80%,4.62,133,6%,3%,1286,3.8,1.59,1.94,2.32,3.88,2.27,4.57,4.04,5.07,0%,6507,54,635,608,194,39,22%,4%,510,1678.105788,71248.84954,,,,,
S01008786,Great Junction Street - 02,City of Edinburgh,1059,893,2664,2,4,8,39,12%,122,3032,11%,98,2423,125,209,439,95,15%,5%,94,2487,73%,6,53,6%,14%,4131,3.61,1.18,1.37,2.2,3.88,1.29,2.95,2.13,2.71,0%,6933,85,804,371,227,122,25%,14%,130,1689.865741,56739.08765,,,,,
S01008787,Great Junction Street - 03,City of Edinburgh,392,251,11,1,1,1,1,43%,170,34,40%,101,10,305,471,798,116,28%,17%,165,25,64%,4,207,15%,2%,51,3.58,1.62,1.87,2.76,4.44,1.76,4.51,3.54,4.36,0%,6567,30,775,401,87,25,23%,7%,367,561.48147,9367.268497,,,,,
S01008788,Great Junction Street - 04,City of Edinburgh,774,644,4160,3,6,12,60,5%,42,4826,4%,26,5117,65,65,23,116,11%,9%,70,5092,71%,0,49,8%,2%,1687,2.87,0.97,2.3,2.19,4.74,1.68,2.82,3.59,3.87,0%,6859,41,524,917,239,51,35%,7%,91,1390.516258,48256.32795,,,,,
